id 	 q 	 e 	 i 	 peri 	 node 	 TD 	 ep 
1911	0.0050	1.000	142.56	71.90	14.15	20280516.76637	20120815.000
1912	0.0054	1.000	140.67	86.62	0.92	20310121.09115	20120815.000
1913	0.0054	1.000	145.21	88.95	9.02	20230416.39064	20120815.000
1914	0.0042	1.000	143.25	92.10	1.82	20301219.28256	20120815.000
1915	0.0052	1.000	142.36	76.19	354.88	20260617.48991	20120815.000
1916	0.0051	1.000	141.98	89.98	2.60	20241204.27824	20120815.000
1917	0.0048	1.000	145.85	67.54	0.46	20261116.85378	20120815.000
1918	0.0055	1.000	142.70	83.17	19.16	20220214.77654	20120815.000
1919	0.0047	1.000	145.08	94.04	336.24	20241102.64788	20120815.000
1920	0.0050	1.000	146.73	87.33	2.29	20260208.30910	20120815.000
1921	0.0055	1.000	143.77	84.42	14.61	20270810.09875	20120815.000
1922	0.0054	1.000	144.57	74.72	7.96	20280316.71562	20120815.000
1923	0.0046	1.000	142.44	80.71	1.99	20230205.06867	20120815.000
1924	0.0049	1.000	141.28	53.93	6.32	20220701.31816	20120815.000
1925	0.0069	1.000	145.87	89.43	9.85	20220312.40772	20120815.000
1926	0.0053	1.000	139.11	80.45	345.24	20300516.58964	20120815.000
1927	0.0052	1.000	149.78	88.21	4.23	20270219.76767	20120815.000
1928	0.0055	1.000	142.45	86.24	33.07	20221202.21237	20120815.000
1929	0.0053	1.000	142.50	82.23	12.82	20240907.92206	20120815.000
1930	0.0051	1.000	145.19	86.87	23.54	20290501.53767	20120815.000
1931	0.0051	1.000	145.65	67.95	0.25	20280408.72400	20120815.000
1932	0.0055	1.000	140.08	88.03	342.51	20260620.41420	20120815.000
1933	0.0054	1.000	145.04	81.50	322.93	20291212.35684	20120815.000
1934	0.0047	1.000	144.88	83.76	7.74	20261003.52909	20120815.000
1935	0.0073	1.000	147.01	78.61	26.05	20300225.28216	20120815.000
1936	0.0088	1.000	145.05	77.40	357.95	20220211.07491	20120815.000
1937	0.0050	1.000	146.00	81.79	2.75	20290901.99804	20120815.000
1938	0.0050	1.000	145.78	87.67	352.83	20230107.03405	20120815.000
1939	0.0050	1.000	144.93	75.26	16.33	20260312.97269	20120815.000
1940	0.0075	1.000	145.30	85.08	351.54	20220605.56912	20120815.000
1941	0.0051	1.000	141.80	85.14	359.18	20261014.26226	20120815.000
1942	0.0052	1.000	143.20	97.15	346.81	20300913.56769	20120815.000
1943	0.0054	1.000	146.43	45.11	16.47	20220110.12911	20120815.000
1944	0.0054	1.000	145.58	60.14	350.99	20270404.41866	20120815.000
1945	0.0053	1.000	144.74	85.82	13.53	20220707.29726	20120815.000
1946	0.0072	1.000	144.57	86.07	34.35	20311213.83955	20120815.000
1947	0.0081	1.000	145.35	81.90	16.78	20270620.17057	20120815.000
1948	0.0076	1.000	145.14	86.99	352.06	20281231.92029	20120815.000
1949	0.0088	1.000	144.92	94.09	6.23	20240128.96654	20120815.000
1950	0.0052	1.000	143.64	80.58	7.69	20301117.40728	20120815.000
1951	0.0052	1.000	145.20	51.91	343.30	20230830.89631	20120815.000
1952	0.0056	1.000	143.13	83.87	315.15	20220318.56543	20120815.000
1953	0.0052	1.000	143.25	81.76	3.79	20240716.62410	20120815.000
1954	0.0072	1.000	146.22	86.00	9.28	20240528.55784	20120815.000
1955	0.0052	1.000	144.62	86.88	2.38	20290621.37666	20120815.000
1956	0.0061	1.000	143.71	86.12	3.75	20220507.77624	20120815.000
1957	0.0054	1.000	143.97	76.69	11.29	20221101.39424	20120815.000
1958	0.0048	1.000	138.01	80.00	4.44	20260414.56219	20120815.000
1959	0.0052	1.000	143.01	88.44	335.04	20280226.61645	20120815.000
1960	0.0054	1.000	137.83	72.29	358.61	20240827.14102	20120815.000
1961	0.0050	1.000	145.12	97.38	353.42	20260304.89840	20120815.000
1962	0.0050	1.000	142.87	89.65	7.88	20280421.13529	20120815.000
1963	0.0052	1.000	144.01	86.36	332.60	20290927.65267	20120815.000
1964	0.0047	1.000	142.55	98.22	302.29	20260520.10318	20120815.000
1965	0.0040	1.000	135.11	60.22	353.37	20271006.45307	20120815.000
1966	0.0053	1.000	144.03	83.10	5.33	20290212.90169	20120815.000
1967	0.0064	1.000	138.02	43.93	351.42	20241220.23782	20120815.000
1968	0.0077	1.000	143.97	86.38	2.09	20281023.24374	20120815.000
1969	0.0046	1.000	144.44	72.25	1.99	20240718.51515	20120815.000
1970	0.0055	1.000	142.11	86.36	26.26	20270502.41264	20120815.000
1971	0.0054	1.000	146.38	62.66	353.71	20250515.05823	20120815.000
1972	0.0071	1.000	144.59	88.54	352.72	20280404.24123	20120815.000
1973	0.0047	1.000	138.35	85.90	355.06	20261218.39995	20120815.000
1974	0.0051	1.000	143.97	96.32	17.05	20291207.87817	20120815.000
1975	0.0072	1.000	136.34	70.55	343.85	20270414.66969	20120815.000
1976	0.0070	1.000	144.03	79.75	6.48	20231013.80000	20120815.000
1977	0.0052	1.000	145.97	94.13	354.66	20300616.49797	20120815.000
1978	0.0050	1.000	144.68	78.15	10.36	20260718.09188	20120815.000
1979	0.0055	1.000	144.09	61.03	9.48	20300504.07043	20120815.000
1980	0.0062	1.000	140.63	47.11	316.51	20281228.10473	20120815.000
1981	0.0083	1.000	139.55	83.09	0.42	20260113.58686	20120815.000
1982	0.0047	1.000	144.45	78.65	359.87	20310811.70977	20120815.000
1983	0.0048	1.000	145.29	87.50	10.85	20270310.21529	20120815.000
1984	0.0050	1.000	143.71	86.26	346.10	20231006.89418	20120815.000
1985	0.0053	1.000	141.60	73.07	357.29	20300326.47141	20120815.000
1986	0.0055	1.000	145.19	82.15	351.22	20310815.24963	20120815.000
1987	0.0049	1.000	145.98	84.26	355.41	20290119.14196	20120815.000
1988	0.0052	1.000	134.41	50.49	2.22	20310110.29972	20120815.000
1989	0.0040	1.000	145.92	71.84	1.91	20271023.19373	20120815.000
1990	0.0054	1.000	145.58	78.06	8.20	20281024.65501	20120815.000
1991	0.0058	1.000	143.21	80.51	332.06	20220813.88634	20120815.000
1992	0.0050	1.000	142.24	89.53	8.40	20221109.07703	20120815.000
1993	0.0055	1.000	144.07	86.86	17.38	20290628.67613	20120815.000
1994	0.0053	1.000	145.25	83.93	355.89	20311222.49898	20120815.000
1995	0.0058	1.000	142.71	86.93	6.29	20280918.11174	20120815.000
1996	0.0053	1.000	144.16	67.28	359.55	20280116.97242	20120815.000
1997	0.0065	1.000	145.78	85.65	4.95	20311007.38781	20120815.000
1998	0.0078	1.000	142.74	87.08	331.14	20231102.21563	20120815.000
1999	0.0054	1.000	145.94	86.59	5.73	20311114.53781	20120815.000
